Tweet_Text,User_Name,Screen_Name,Country,Description,Followers_Count,Friends_Count,Verified_Account,Tweet_Created_At
RT @INTEGRITYBC: Remote B.C. school gets most of its power from $450K solar energy system | CBC News https://t.co/UfZFVz8xD3 #bcpoli #vanpoâ€¦,ðŸŒ¿Kimberly PetersðŸŠ,savoirfaire_2,Canada,ðŸŽ¶ðŸ’“ #CanucksðŸðŸ³ #PensðŸ§#KnightsðŸðŸŒ¸ðŸ’ª #BCLionsðŸˆ   #CaptivityKills #Blackfish #SRKW ðŸ¬ ðŸ¦ŒðŸ¦“ðŸºðŸ»ðŸ˜ðŸ¦’ðŸ¦ #BanTrophyHunting  #NoTMX #GreenNewDealðŸŠ,540,968,FALSE,12/1/2019 20:31
"RT @HenryK_B_: ""New test reveals electric cars are practically unusable in winter""
https://t.co/Yg3KYbXD8D
#GreenNewDeal #climate #ClimateCâ€¦",Andrea,Eco1stArt,United States,"Featuring the most stunning eco friendly items on the planet: fine art, furniture, jewelry & apparel.Connecting ecological & innovative artists worldwide.",1101,631,FALSE,12/1/2019 20:31
"RT @CarbonBubble: Mark Carney: #COP26 UN climate change conference ""provides a platform to bring risks from #ClimateChange &amp; the opportunitâ€¦",Charlotte Gardes,Charlotte_Grds,France,"Sustainable finance & climate risk @DGTresorðŸŒ±â€¢ PhD cand. economics â€¢ Ex @AMF_actu â€¢ Analyst @bsi_economics/@FIR_FrenchSIF â€¢
ðŸ‘©â€ðŸŽ“ @SciencesPo & @SorbonneParis1",464,998,FALSE,12/1/2019 20:31
RT @AllanMargolin: Australia Aflame: 'Too late to leave': #ClimateChange driven S. Coast bushfire burns out of control https://t.co/HquRjGxâ€¦,Edith McDonald,LoveNOLA4ever,United States,"New Orleans strong, and will always be proud to call it home. Trying to make a positive change in this world, step by step, one minute at a time.",4955,5327,FALSE,12/1/2019 20:31
A new team of leaders took office at the helm of the European Union. They took pledge to put the fight againstâ€¦ https://t.co/wUD9rYDLKz,All India Radio News,airnewsalerts,India,"Official account of News Services Division, All India Radio.

à¤¹à¤¿à¤‚à¤¦à¥€ à¤•à¥‡ à¤¸à¤®à¤¾à¤šà¤¾à¤°à¥‹à¤‚ à¤•à¥‡ à¤²à¤¿à¤ @AIRNewsHindi à¤•à¥‹ à¤«à¥‰à¤²à¥‹ à¤•à¤°à¥‡à¤‚!",2181822,13,TRUE,12/1/2019 20:31
"RT @GrrlScientist: Population Decline Has #Hawaiiâ€™s Songbirds Singing The Same Tune, about a study by team based at @UHHilo &amp; published byâ€¦",ð“ð¡ðžð«ðž ð¢ð¬ ð§ð¨ â€œðð¥ðšð§ðžð­ ðâ€ (â§–),GrrlScientist,United States,"evolutionary ecologist & ornithologist writes science @Forbes & @Medium. Also @BCI_journal @BirdNoteRadio & more. Formerly @Guardian. Always: Ravenclaw, heretic",25527,685,TRUE,12/1/2019 20:30
RT @NickKukoz: Watch till the end. I synced the AGU visualization model of the age of Arctic sea ice with data of Global temperature from tâ€¦,Mally,NeurodiverseMal,United Kingdom,"Artist, guitarist, Vegan, urbexer, lesbian, classic dc harley quinn fan, cat mum, 
Avid Gamer ps4: missinkaddikt

She/her

#NeuroLurker #ActuallyAutistic",125,251,FALSE,12/1/2019 20:30
"RT @herbivore_club: Someone: Our children will pay the price of #ClimateChange

my brain: 
donâ€™t say it
donâ€™t say it
donâ€™t say it
donâ€™t sayâ€¦",lapin,viridianlapin,Australia,"I draw to music, mostly. @viridianlapin on Insta",40,327,FALSE,12/1/2019 20:30
"RT @UNDPClimate: Tomorrow nearly 200 nations will meet in Madrid for the @UN #ClimateChange conference, #COP25. With climate impacts more eâ€¦",Franziska Afina,AfinasUpdate,Germany,"Freelance Conservator, Visual Artist and Musician -  standing up for #conservation of Cultural Heritage, #archaeology, #SDGs, #art and #education",1497,1896,FALSE,12/1/2019 20:30
"Buy less, be happier and build a healthy planet

You can do something about #climatechange - and it will make youâ€¦ https://t.co/IyAIVawlJd",Open Universiteit,OU_Nederland,Netherlands,"Dit is het officiÃ«le OU Twitter account. De Open Universiteit ontwikkelt, verzorgt en bevordert hoger afstandsonderwijs en verricht wetenschappelijk onderzoek.",7988,8764,FALSE,12/1/2019 20:30
"RT @Society4ConBio: Of the 459 animal species listed as endangered by the US government, researchers found that all but one, or 99.8%, haveâ€¦",Kaylyn Matt R's werewolf girlðŸ’›ðŸ’™â¤ðŸ’š,mattsgirl780,United States,I love my boyfriend Matt so much he is my country boy my life etc I am his werewolf girl his favorite country love song and I am his number 1 love you babeðŸ’™ðŸ’,1413,2910,FALSE,12/1/2019 20:30
"know what role industry should play to combat climate change.

Read More: https://t.co/kumbCB1sv0

#climatechangeâ€¦ https://t.co/p5gQKzSPoo",MirrorReview,MirrorReview1,India,Mirror Review is a Media Company that covers stories of entrepreneurs around the world!,4574,33,FALSE,12/1/2019 20:30
"RT @JimBair62221006: At Victoria Falls - the largest in Africa - bare cliffs raise spectre of no water as drought bites

Low flows affectinâ€¦",Thomas Fester,fester_thomas,Germany,Scientific illustrations and videos (#scicomm). Have a look!,1862,4075,FALSE,12/1/2019 20:29
RT @FriendsOScience: So... a parent sends their child on a #ClimateChange stunt.... https://t.co/RijS4LvY85,Ted Milo,tedmilo100,Canada,Retired with 50 years life experience,534,98,FALSE,12/1/2019 20:29
"RT @UNFCCC: The rainy weather hasn't stopped the #MovingForClimateNow team from arriving at #COP25 this Sunday, after biking from Salamancaâ€¦",Hilton Barlach,hiltonbarlach,Brazil,Fala garoto!!!,827,4928,FALSE,12/1/2019 20:29
"RT @ArchKennedy: The different climates of the Earth have been changing since the world began. 

But, man has nothing to do with it. 

#Cliâ€¦",chris brown,chrisbrow17,United States,No Data Available,464,335,FALSE,12/1/2019 20:29
"RT @humanitarian_bs: Hey Tweeps, Happy New Month. 

I pray to God to always keep you safe and bless you beyond expectations

But I have a râ€¦",life Style Blogger,AJOKE_ONIFAARI,Nigeria,Lagosian (Epe)ðŸŒ¼MuslimahðŸŒ¼Blogger  (Lifestyle/Fashion)ðŸŒ¼ Graphic Designer ðŸŒ¼Gunners (Die Hard Fan) ðŸŒ¼Follow @TTravelers360 for tour update,1307,1415,FALSE,12/1/2019 20:29
"Been reading there was a tornado in AZ, where are the videos? I am thinking it was a microburst. #AZtornado #AZweather #AZ #climatechange",Kelly_Sorenson,Kelly__Sorenson,United States,Just happy and living life,83,87,FALSE,12/1/2019 20:29
"RT @askboomer1949: If you want to counter the greedy #corporatist and #ChristianDominionist lies and propaganda,
Please Read This and Passâ€¦",Swell ðŸŽ¸ ðŸšµâ€â™€ï¸ ðŸŒŠ ðŸŒŠ,swell,United States,"Musician, avid Cyclist, Certified Leftneck & Beer Drinker. Too many bikes, too many guitars and never enough books!ðŸŒŠ",2699,2351,FALSE,12/1/2019 20:29
"Hey Tweeps, Happy New Month. 

I pray to God to always keep you safe and bless you beyond expectations

But I haveâ€¦ https://t.co/K3wLGnRwC6",Baliqees Salaudeen | #ClimateAction ðŸ™…,humanitarian_bs,Nigeria,"#SerialVolunteer 
MBA/Fellow @absghana Dir Research, Advocacy&Strategy @Areai4Africa 
TeamLead @PickThatTrash 
Amb @Indomie_CA 
#Environmentalist #GlobalGoals",1151,579,FALSE,12/1/2019 20:29
RT @arikring: @kirillklip @AmandaRay02 @netsy01 @JukkaPSeppl @Aqualyra @AmazingChevVolt @seth_leitman @Jackthelad1947 @jellsmoor @wernerkeiâ€¦,nomoreslaves,nomoreslaves,Germany,#humanrights #education #freedom #peace Free your mind!,15580,17106,FALSE,12/1/2019 20:28
"RT @ProfStrachan: UN appoints #MarkCarney to help finance #ClimateChange goals

""He replaces billionaire
#MichaelBloombergÂ in the part timeâ€¦",The Voda Foundation,Voda_Foundation,United States,Water is a Basic of Life! Our 501(c)3 is dedicated to #polluted #water transparency; #health related illnesses; and clean water initiatives for all inhabitants.,1804,3495,FALSE,12/1/2019 20:28
Great by @georgegalloway . This #Election2019 is about the #ClimateChange . People are more concerned about the cliâ€¦ https://t.co/VPOZdAWwT4,Tim O'Seery,seery_o,United Kingdom,"Glaswegian . Celtic and Saint Anthony's FC . Hates Hopkins, Trump and the Tories. Loves The Small Faces, Motown and Socialism . Tiocfaidh ar la ! âœï¸ ðŸ‡µðŸ‡¸ðŸ€ðŸŒ¹",6003,5991,FALSE,12/1/2019 20:28
"If you want to counter the greedy #corporatist and #ChristianDominionist lies and propaganda,
Please Read This andâ€¦ https://t.co/VcVIXGKVJF",Jackson Steele,askboomer1949,United States,"INFJðŸ³ï¸â€ðŸŒˆ
Hamilton Montana BornðŸŒ²
Anchorage Alaska Grownâ„ï¸
Talk to Me not Your StereotypeðŸ˜Ž
Birth Name: Jack Paul EichholzðŸ‡ºðŸ‡¸
Navy âš“ï¸1967 - 1973 â˜®ï¸
Married ðŸ‘¬
DemSoc",14287,12645,FALSE,12/1/2019 20:27
If #nuclearpower is not included in your plans it is a clear indicator that you are not serious aboutâ€¦ https://t.co/XvIgt4ZAXI,@gschuman,gschuman,United States,Retired soldier & advertising sales pro. Enjoying life with wife & cats. Traveling to family and friends & this great country. 1A 2A Amendment enthusiast. I FB,419,623,FALSE,12/1/2019 20:27
RT @RebeccaH2020: I think this is some of the most exciting direct action footage Iâ€™ve ever seen - drones film #EndeGelaende climate activiâ€¦,donna,DonnaReGlow,United Kingdom,Sustainability and Renewable Energy,9,88,FALSE,12/1/2019 20:27
"RT @martinrev21: We have known this was going to happen for decades.

We were warned, but did nothing.

Now we watch on in horror, 

... anâ€¦",JaneM #VoteLabour,JaneParshally,United Kingdom,No Data Available,618,506,FALSE,12/1/2019 20:27
"RT @Aprilaire: What are your thoughts on #ClimateChange? According to 11,000 scientists, there are six major steps that â€œmustâ€ be taken toâ€¦",FloridaPearl,1flwpbmll,United States,"We have nothing to fear but fear itself. - F.D.R. 
    #AmericaWillRiseAgain.                         
******#Resist ðŸ’—ðŸ’žðŸŒ´******",9639,9501,FALSE,12/1/2019 20:26
"RT @HelenCRobertson: @JLeeEnergy All eyes are on China as the next round of United Nations climate talks starting in Madrid on Monday.

Chiâ€¦",Nayla Razzouk,nayrazz,UAE,Bloomberg News Team Leader for Energy and Commodities in the Middle East & North Africa. RTs are not endorsements.,6020,1129,TRUE,12/1/2019 20:26
"RT @ProfStrachan: In the fight against #ClimateChange, no individual or institution can stand on the sidelines

""We can avoid this bleak fuâ€¦",George Takacs,GeorgeTakacs,Australia,"Bushwalker, physicist, bush regenerator, NTEU member, and cyclist. Climate action, sustainability, social and economic justice.",360,754,FALSE,12/1/2019 20:26
RT @arikring: @ECOWARRIORSS @MsFowlersays @ChristineMilne @ristori20 @ProfStrachan @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_â€¦,Arik Ring,arikring,Israel,"Arik Ring MSc, Expert Consultant. #Solar & #Cleantech Innovation, #Energy Efficiency, Heat & Power, HVAC, Turbomachinery.
Energy Solutions for the 21st Century",82547,66342,FALSE,12/1/2019 20:26
RT @nohouzecalls: #VictoriaFalls in #Zimbabwe is no more~the once majestic #Waterfall has turned into a dry creek and will possibly disappeâ€¦,Nicholas Crouch,EchidnasPOV,Australia,"I'm an environmental educator, film-maker and active volunteer.  I love nature and am passionate about its conservation.",117,264,FALSE,12/1/2019 20:26
"RT @ChantelleSeddon: The paralysis &amp; all consuming selfishness of Brexit has meant many issues in UK have not been tackled.

#Poverty
#Homeâ€¦",Susan PickinðŸ”¸ IN or CLOSE to EU â¤ï¸ðŸ‡¬ðŸ‡§ ðŸ‡ªðŸ‡º ðŸ•¯ï¸,SusanPickin,United Kingdom,"Every step counts! #NoDamagingBrexit anytime please.Judge UK by how we treat young, sick & old; remodel politics; pro tech & business, IP, creativity ðŸ’›#LibDems",3532,4998,FALSE,12/1/2019 20:26
RT @AllanMargolin: Australia Aflame: 'Too late to leave': #ClimateChange driven S. Coast bushfire burns out of control https://t.co/HquRjGxâ€¦,Hendrik Klaassens #FBPE ðŸ‡ªðŸ‡º #FBR ðŸ‡ªðŸ‡º #FBSI ðŸ‡ªðŸ‡º,AuroraBlogspot,Netherlands,"Founder of #FBPE, Europe's largest pro-EU and anti-far-right movement, writer, translator. Multilingual. #ClimateChange, spirituality, photography. â¤ï¸Jesus",49812,50246,FALSE,12/1/2019 20:25
RT @EarthAgora: Students around the world walkout to protest #ClimateChange https://t.co/azz9E9yAgn,Elisabeth Lang,eli_lang,Sweden,#sustainability #circulareconomy #C2C #CSR #contentmarketing #SEO #SEM #socialmedia #passion4digital #java8,494,793,FALSE,12/1/2019 20:25
RT @AnalyticaCeline: Breaking-Mark Carney appointed @UN envoy for #climatechange &amp; #sustainablefinance: â€œa platform to bring the risks fromâ€¦,Shawn McCarthy,smccarthy55,Canada,I write on energy policy and economics. Senior counsel with Sussex Strategy. President of the Canadian Committee for World Press Freedom.,5470,592,FALSE,12/1/2019 20:24
RT @gmbutts: Great news. #ClimateChange https://t.co/BEvKwqd8Wl,Simon J Daigle,SimonJDaigle1,Canada,EHS Consultant SSE /scientifique / Scientist (the views expressed are my opinions / ce sont mes opinions),82,417,FALSE,12/1/2019 20:24
"RT @MissMaga2016: John Kerry started another DOOMSDAY #ClimateChange propaganda group called ""World War Zero"" to try to scare &amp; fool the puâ€¦",Barbara Mcentyre,Barbara_A_1977,United States,"Proud wife of 41yrs â¤ Mother of 2, Grandmother of 6ðŸŒŸloveðŸŒŸlifeðŸŒŸ liberty  ðŸ‡ºðŸ‡¸ðŸ‘‰ðŸ‡ºðŸ‡¸ ðŸ‘‰ No DM'sâŒ",3902,4405,FALSE,12/1/2019 20:24
"RT @ArchKennedy: The different climates of the Earth have been changing since the world began. 

But, man has nothing to do with it. 

#Cliâ€¦",ðŸŒµNationalist of AZ ðŸŒµðŸŒŸðŸŒŸðŸŒŸ,Tea_Party_Chris,United States,Conservative Speak https://t.co/CPabtG7L7X    https://t.co/EiUus9w23T                        Parler @TeaPartyChris,15479,14835,FALSE,12/1/2019 20:24
"RT @NamugerwaLeah: East Africa is my region.
Watch how floods are affecting us.
Floods  are adding on other extreme weather events that havâ€¦",HeadSoccer,HeadSoccer_Main,Germany,"Vegan, Feminist, Antifaschist, MdðŸš²zA, XR",136,170,FALSE,12/1/2019 20:24
"RT @VanberghenEU: La ""seule"" rÃ©serve naturelle @Donderberg2 #BruxellesVille,!The best way you can show @PhilippeClose @BenoitHellings @Timmâ€¦",Sophie Dracopoulou,SDracopoulou,Netherlands,"StratÃ©gie dÃ©fensive. Etudes sur les conflits, paix et sÃ©curitÃ© en Europe du sud-est, diplomatie, Balkans occidentaux, droit international. (compte personnel)",3394,2449,FALSE,12/1/2019 20:24
RT @RobertKennedyJr: #Exxon says it believes â€œthe risk of #climatechange is real.â€ But why then is the oil giant still financing advocacy gâ€¦,florencevincent,florencevincent,United States,Trying to fix the world!,418,589,FALSE,12/1/2019 20:24
"RT @RebeccaH2020: Did you know:
ðŸ‹ One Whale Is Worth Thousands of Trees in Climate Fight
Great whales are the carbon-capture titans of theâ€¦",Jennifer Yuen,JenniferYuen1,United States,Physics/astronomy/math/computer nerd,569,568,FALSE,12/1/2019 20:24
"RT @FrBower: To fail to address #ClimateChange is an atrocity. 
It is #Genocide. 
Full reflection here: https://t.co/eV8h0LntFN 
#Auspol htâ€¦",Winfried,WinfriedSitte,Australia,Zen. Architecture. Music. Soaring spirit with feet lightly touching the earth. Sometimes living mindfully. Always living compassionately.,478,1429,FALSE,12/1/2019 20:23
Canada &amp; the U.S. should ponder these &amp; other devastating impacts of #ClimateChange before they continue down theirâ€¦ https://t.co/zhjRjLhvFK,PRMAC_Consulting,HarassNoMore,Canada,"One's dignity may be assaulted, vandalized and cruelly mocked, but it can never be taken away unless it is surrendered. ~ Michael J. Fox",9620,9030,FALSE,12/1/2019 20:23
"RT @JosephPrigith: ðŸ‘‰Let us discuss Economic and Non-Economic impact due to #ClimateChange
ðŸ‘‰Climate change related non-economic losses are aâ€¦",Kirsi Kilpinen,KirsiKilpinen,Finland,#AnimalRights #Vegan #BanFurFarming #BanFurTraps #NoToFur #AnimalRescue #StopAnimalCruelty #StopPoaching #StopDogAndCatMeatTrade #BanTrophyHunting #SaveWildLife,1527,2071,FALSE,12/1/2019 20:23
"RT @edmundiffland: Unprecedented #bushfires are no cause for alarm

#auspol #NSWbushfires #qldbushfires #ClimateChange https://t.co/wVvaHgmâ€¦",cartoons from iffland ðŸ–,edmundiffland,Australia,"Australian political cartoonist. illustrator, graphic designer & storyboard artist. Spelling mistakes & vyews are MINE",718,984,FALSE,12/1/2019 20:23
"RT @JWSpry: â€œI received an astonishing email from a major researcher in the area of climate change. He said, â€™We have to get rid of the Medâ€¦",Clark GreenawayðŸ‡¦ðŸ‡º,ClarkGreenaway,Australia,"Conservative happily self-funded retiree, with family and grandchildren. Will comment on Australia or world politics.",895,106,FALSE,12/1/2019 20:22
"RT @KentPage: #EducationCannotWait for any child, incl. those left furthest behind in forced displacement, armed conflicts, natural disasteâ€¦",mncedisi zele sibanda,mncedisizele,Zimbabwe,"Medical Activist,
Aspiring Sportscaster,
Gender Activist,
Farmer,
Imbongi.
ðŸ‡¿ðŸ‡¦ðŸ‡¿ðŸ‡¼",443,2133,FALSE,12/1/2019 20:22
"'Be On Right Side of History' | Ahead of #COP25, Demand4 #Governments 2BreakFree From #FossilFuels |â€¦ https://t.co/UmwHt8JrxQ",Jane K Brundage,JaneKBrundage,Mexico,No Data Available,125,72,FALSE,12/1/2019 20:22
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",â³Bruce Turnbull â³,turnie3,Australia,"Evolution 
Blockchain Social Management.
Life wasn't meant 2b disgusting. 
END: Religion TaxCon$, 
Empire of Terror, Drug Wars
START: #1 crime = violence",517,314,FALSE,12/1/2019 20:22
RT @INTEGRITYBC: Remote B.C. school gets most of its power from $450K solar energy system | CBC News https://t.co/UfZFVz8xD3 #bcpoli #vanpoâ€¦,Celeste,witchanddbitch,Canada,"your life is your life.
know it while you have it.",242,302,FALSE,12/1/2019 20:22
RT @RobertKennedyJr: #Exxon says it believes â€œthe risk of #climatechange is real.â€ But why then is the oil giant still financing advocacy gâ€¦,Fatiha Bouchiba,fab1231,United Kingdom,#NHS - #ThirdSector - #HumanRights - #SocialJustice.,2278,1929,FALSE,12/1/2019 20:22
"The #reality of #climatechange | David Puttnam | TEDxDublin
https://t.co/dNtS4j5R2c https://t.co/5Q00OmrgpR",Mick Sylvestre,micksylvestre,Canada,"A #graphic_designer, #illustrator, #painter, #fontographer & #writer.",171,335,FALSE,12/1/2019 20:22
"RT @AHDB_BeefLamb: ""I want to make clear that what people saw in this documentary absolutely does not represent what British farmers and Brâ€¦",Lyburn Cheese,LyburnCheese,United Kingdom,"We make our award winning Cheese, by hand, with our own cows milk #oldwinchester #stoneycross follow our #instagram on @lyburncheese",2193,793,FALSE,12/1/2019 20:22
"RT @moving4climate: ðŸŒŽ MOVING #4CLIMATENOW! 

ðŸš´â€â™€ 50 #ClimateFighters have ridden  &gt;500 km. on bike to bring a Manifesto at #COP25, claimingâ€¦",Anurag Saha Roy,anuragsaharoy,Singapore,"Fed on a healthy dose of tech, travel, biryani, rom-coms and #quantumcomputing. Engineer @atomionics. Previously @quantumlah NUS | @KochiRefinery | @nitrourkela",864,1982,FALSE,12/1/2019 20:21
RT @Barbara_E_Euler: @GeraldKutney Bah. So sorry for you. Keep up the good work. #sciencematters #climatechange,David Gallagher,DavidGa00551603,Canada,"Easygoing and relaxed I have my own house and I am single father two kids and a grandson. I live in Niagara Falls in Canada and I love music ,hockey,travelling!",504,755,FALSE,12/1/2019 20:21
It Bears Repeating | #Renewables Alone Wonâ€™t End #ClimateCrisis | #ClimateChange #PhaseOutFossilFuels #EnergyDemandâ€¦ https://t.co/gUa0LtVo1f,Jane K Brundage,JaneKBrundage,Mexico,No Data Available,125,72,FALSE,12/1/2019 20:21
RT @Haliemahhh: #COP25Madrid starts tomorrow in madrid #ClimateChange #environment,Chiroma Jnrâ„¢ðŸ‡³ðŸ‡¬ðŸ¤“,576sadiq,Nigeria,Sign of success of a slave is that he keeps his good deeds behind him whilst fixing his gaze on his sinsâ€ - Ibn Qayyim [Miftaah 843/2] #Muslim #Nigerian #Nupe,714,1480,FALSE,12/1/2019 20:21
RT @INTEGRITYBC: Remote B.C. school gets most of its power from $450K solar energy system | CBC News https://t.co/UfZFVz8xD3 #bcpoli #vanpoâ€¦,Richard Lambert,lambert_pp,Canada,Veteran.signed the dotted line.CANADA WAKE UP.Fight for the right.or lose it.your choice .,2110,4976,FALSE,12/1/2019 20:21
"RT @JimBair62221006: At Victoria Falls - the largest in Africa - bare cliffs raise spectre of no water as drought bites

Low flows affectinâ€¦",ðŸ”¥The Harbinger ðŸ”¥ðŸŒŽ,Melhathnofury,Canada,Decides to finally join the participants of the human race using social media to converge in a singular consciousness. I Am Legion...,511,619,FALSE,12/1/2019 20:21
"RT @ArchKennedy: The different climates of the Earth have been changing since the world began. 

But, man has nothing to do with it. 

#Cliâ€¦",Melinda Wilson,melinwy,United States,All that is necessary for the triumph of evil is that good men do nothing.,3570,4986,FALSE,12/1/2019 20:21
"RT @AJEnglish: Within 80 years, entire cities could be underwater.

Everyone may be talking about #ClimateChange - but do we really understâ€¦",TONYE YEMOLEIGHA,YemoleighaTonye,Nigeria,"JOURNALIST ...

We can change the world from within, around us...keep telling the story. HAVE COURAGE",34,324,FALSE,12/1/2019 20:21
RT @BiologistDan: Take 1:30 minutes out of your life and watch the Arctic Sea ice disappear over the last 35 years. This is #ClimateChange.â€¦,Christian Bishop,ChristianBishop,United Kingdom,"Welshman, Plant Based, Dog Lover, Runner, Man City Fan, Cardiff Blues Fan, Wine/Craft Beer Appreciator and canâ€™t live without Music!",114,1129,FALSE,12/1/2019 20:21
"On #WorldAIDSDay, all US presidential candidates should commit to a bold global initiative to halt the pandemic kilâ€¦ https://t.co/7zOfB2SN26",Mark P. Lagon,marklagon,United States,Friends of Global Fight vs AIDS TB Malaria--Chief Policy Officer. Georgetown Distinguished Sr Scholar. Ex US human traf'g Amb. Human dignity & global insts book,1942,811,FALSE,12/1/2019 20:21
"RT @AJEnglish: Within 80 years, entire cities could be underwater.

Everyone may be talking about #ClimateChange - but do we really understâ€¦",Kenneth A Schultz,KennethASchult1,United States,"Disabled Vet,Ex-Paratrooper,Father, Grandpa,Underinsured.",154,204,FALSE,12/1/2019 20:21
"RT @ChantelleSeddon: The paralysis &amp; all consuming selfishness of Brexit has meant many issues in UK have not been tackled.

#Poverty
#Homeâ€¦",Phil,mrcessna,United Kingdom,"Business sales mentor, getaway driver, pilot, music lover with eclectic taste (old rocker at heart), DJ 3pm UK time shows Tue/Thur on Colne Radio. FRAS",586,992,FALSE,12/1/2019 20:21
RT @iamgreenbean: Bushfires devastate rare and enchanting wildlife as 'permanently wet' forests burn for first time #ClimateChange #Climateâ€¦,Kaylyn Matt R's werewolf girlðŸ’›ðŸ’™â¤ðŸ’š,mattsgirl780,United States,I love my boyfriend Matt so much he is my country boy my life etc I am his werewolf girl his favorite country love song and I am his number 1 love you babeðŸ’™ðŸ’,1413,2910,FALSE,12/1/2019 20:21
"RT @joshuaostroff: Dear climate denialists:

â€œThe consensus among research scientists on anthropogenic global warming has grown to 100%, baâ€¦",Liz Vittorini,rltor,Canada,"Sales Rep with RE/MAX Affiliates Realty Ltd. 30 years plus experience. Love cooking, wine, hiking and traveling. Mental Health advocate",2488,3711,FALSE,12/1/2019 20:20
RT @INTEGRITYBC: Remote B.C. school gets most of its power from $450K solar energy system | CBC News https://t.co/UfZFVz8xD3 #bcpoli #vanpoâ€¦,Ryanna Evans,RyannaEvans,Canada,"Crazy for life & the legacy we leave our grandchildren. Fulltime RVer by necessity, writer always looking for ideas! RT's not endorsements.",911,2580,FALSE,12/1/2019 20:20
"RT @PaulEDawson: 58.4 % of all new cars sold in Norway in March were fully electric!

In June it was 57.8%

In October 58.3%

This is partâ€¦",ðŸ’§joice o'biro,obrijo,Australia,"Following wiser heads, smarter news. Let's share them people.",1063,1112,FALSE,12/1/2019 20:20
"RT @CarbonBubble: Mark Carney: #COP26 UN climate change conference ""provides a platform to bring risks from #ClimateChange &amp; the opportunitâ€¦",Adrienne Riddell,adrienneriddell,Australia,"Parent, partner and former journalist. Views always my own.",217,693,FALSE,12/1/2019 20:20
"RT @HenryK_B_: ""New test reveals electric cars are practically unusable in winter""
https://t.co/Yg3KYbXD8D
#GreenNewDeal #climate #ClimateCâ€¦",GreenNewDeal,GreenNewDeal_EU,Germany,"The latest tweets on #GreenNewDeal, #FridaysForFuture, #Schoolstrike4climate,",3298,6,FALSE,12/1/2019 20:20
RT @UNICEF: Thousands of children like this boy in Mozambique are put in danger and miss out on school every year due to #ClimateChange relâ€¦,V.B.,lilv86,United States,Staying positive and fighting the negative. Dad is in need of a heart transplant. Please donate to his gofundme Heart for Herbino.,559,1775,FALSE,12/1/2019 20:19
RT @voiceoreason702: More #ClimateChange BS as media narrative blown up again... reminds me of â¦@weatherchannelâ© from last year and â€œhigh wâ€¦,Golf Talk Lounge,golftalklounge,United States,"24-year Vegas sports book expert. Low-capper. U.S. Open golf qualifier. Bet, fantasy picks. Play the game.",814,1945,FALSE,12/1/2019 20:19
"The main cause of #ClimateChange is our growth, we need nature repares our impact but now It canâ€™tâ€¦ https://t.co/uez9q3ZyAh",Robert Pujol i Vives,rpujolvives,Spain,"Qui no li cal aprendre mÃ©s no ha aprÃ¨s res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1299,1602,FALSE,12/1/2019 20:19
RT @wattystrick: .@RepJoeNeguse is traveling to Spain with @SpeakerPelosi  for a United Nations convention on #ClimateChange instead of worâ€¦,One US Citizen,One_US_Citizen,United States,God Bless America. The #Truth is intolerant. Something is or it is not. Also on https://t.co/gm9QsuRWJ6 & Parler @OneUSCitizen,6179,6152,FALSE,12/1/2019 20:18
"At Victoria Falls - the largest in Africa - bare cliffs raise spectre of no water as drought bites

Low flows affecâ€¦ https://t.co/8atwYJ3Av5",Jim Baird,JimBair62221006,Canada,"Concerned citizen & researcher working towards meaningful #ClimateAction. 

#IStandWithGreta",4633,4572,FALSE,12/1/2019 20:18
"#Climatechange: Greenland's ice faces melting 'death sentence' https://t.co/tFhjnbvAru
And mandkind will die join It https://t.co/QECniMtWP3",Robert Pujol i Vives,rpujolvives,Spain,"Qui no li cal aprendre mÃ©s no ha aprÃ¨s res - Who will not need to learn more, she/he has learned nothing: E. Canetti",1299,1602,FALSE,12/1/2019 20:18
"RT @UNFCCC: Impressions of the #COP25 venue in Madrid, where governments will take the next crucial steps in the @UN #ClimateChange processâ€¦",Erwin Medina,versuserwin,Mexico,"#Urbanisme #Energy | Alumni @uaeh_oficial @elcolegiohgo | Like @RedAgenda2030mx @MYWorldMexico @RedSol14 @Ddeliberada | Views are my own, RT not endorsements",1434,3852,FALSE,12/1/2019 20:18
RT @CBIL6th: So proud our #IL06 Rep will represent Congress at the UN #ClimateChange conference! Half of all greenhouse emissions have beenâ€¦,Dino Bambino,AnteeBest,United States,"Aunt, Nikon Shooter, baker, gardener, jam maker, feminist, activist, voter",245,98,FALSE,12/1/2019 20:18
Egypt will soon be home to Africaâ€™s first vertical forest #ClimateChange #africa #egypt #innovation viaâ€¦ https://t.co/cgcXlDVqcC,SB,amruthasuri,India,#AI #ML #Robots #Crypto #BitCoin #5G #Security #IoT #Industry40 #4IR #Blockchain #AR #VR #MR #IntelligentEdge #IntelligentCloud #ImmersiveExperiences,4445,2680,FALSE,12/1/2019 20:18
